name,vicinity,rue,lat,lon,ranking,rating,user_ratings_total,sum_ratings,score,rating_cat,user_ratings_total_cat,rating_cat_lbl,user_ratings_total_cat_lbl,types,restaurant,food,point_of_interest,establishment,bar,bakery,liquor_store,store,meal_takeaway,cafe,meal_delivery,spa,lodging,grocery_or_supermarket,night_club,supermarket,convenience_store
Resto à faire,"3 Impasse du Bain aux Plantes, Strasbourg","Impasse du Bain aux Plantes,",48.5811395,7.739659199999999,603,5.0,1,5,25.0,9,0,"(4.8, inf]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Garden's Lounge,"9 Rue des Magasins, Strasbourg","Rue des Magasins,",48.58983509999999,7.739556399999998,604,5.0,1,5,25.0,9,0,"(4.8, inf]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Monceau,"15 Rue des Moulins, Strasbourg","Rue des Moulins,",48.58008,7.742731600000001,605,5.0,1,5,25.0,9,0,"(4.8, inf]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Fabrique Flougaks,"12 Avenue d'Alsace, Strasbourg","Avenue d'Alsace,",48.58655659999999,7.760858999999999,606,5.0,1,5,25.0,9,0,"(4.8, inf]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mo Cui Wei,"7 Rue d'Austerlitz, Strasbourg","Rue d'Austerlitz,",48.5787081,7.752167099999999,608,5.0,1,5,25.0,9,0,"(4.8, inf]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Mi Chemin,"30 Rue du Maréchal Juin, Strasbourg","Rue du Maréchal Juin,",48.5774184,7.763874999999999,609,5.0,1,5,25.0,9,0,"(4.8, inf]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajine Express,"3 Rue du Ciel, Strasbourg","Rue du Ciel,",48.5832006,7.7540323,610,5.0,1,5,25.0,9,0,"(4.8, inf]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Choix Store,"8 Rue de Londres, Strasbourg","Rue de Londres,",48.5777337,7.770754299999999,611,4.4,19,83,24.98651584419245,5,1,"(4.3, 4.4]","(8.8, 36.6]","['grocery_or_supermarket', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
Les Restaurants Du Coeur Fringale,"Rue du Rempart, Strasbourg","du Rempart,",48.589147,7.734585599999999,612,4.2,56,235,24.982389713426045,3,2,"(4.1, 4.2]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Cyrano,"12 Rue des Halles, Strasbourg","Rue des Halles,",48.5885007,7.740463900000001,613,4.0,176,704,24.9820506712566,2,4,"(3.9, 4.1]","(128.2, 184.0]","['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Le King,"28 Rue Sellenick, Strasbourg","Rue Sellenick,",48.5908212,7.752660499999998,614,4.0,176,704,24.9820506712566,2,4,"(3.9, 4.1]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Relais Mangatama Strasbourg,"17 Petite Rue de la Course, Strasbourg","Petite Rue de la Course,",48.58365569999999,7.735438999999999,615,3.9,303,1181,24.887626251158984,1,6,"(3.6, 3.9]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L' Ancienne Douane,"6 Rue de la Douane, Strasbourg","Rue de la Douane,",48.5794968,7.749854699999998,616,3.7,1029,3807,24.835936886621003,1,9,"(3.6, 3.9]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231 East Street Strasbourg Austerlitz,"19 Rue d'Austerlitz, Strasbourg","Rue d'Austerlitz,",48.57834980000001,7.752807499999999,617,4.1,90,368,24.82239428870123,2,3,"(3.9, 4.1]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
In Vino Veritas - Restaurant Italien - Vins naturels,"25 Place de la Cathédrale, Strasbourg","Place de la Cathédrale,",48.5822622,7.750590600000002,618,4.0,153,612,24.738765723270397,2,4,"(3.9, 4.1]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TurboBao_Strasbourg,"15 Rue des Frères, Strasbourg","Rue des Frères,",48.5828697,7.752677500000002,619,4.2,48,201,24.701213196977466,3,2,"(4.1, 4.2]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Polo Restaurant,"5 Ponts Couverts, Strasbourg","Ponts Couverts,",48.5795907,7.739787800000001,621,3.7,931,3444,24.67511381963097,1,9,"(3.6, 3.9]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Nga,"10 Rue de la Fonderie, Strasbourg","Rue de la Fonderie,",48.5858638,7.749810200000002,623,4.4,16,70,24.658127923686074,5,1,"(4.3, 4.4]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Romulus,"12 Rue de Rome, Strasbourg","Rue de Rome,",48.5772105,7.766819,624,3.9,264,1029,24.65425531479234,1,6,"(3.6, 3.9]","(248.0, 347.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Le Paname,"25 Rue du Faubourg-de-Pierre, Strasbourg","Rue du Faubourg-de-Pierre,",48.58792819999999,7.7457805,626,3.9,257,1002,24.60873918099205,1,6,"(3.6, 3.9]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Palais de Chine,"13 Quai des Bateliers, Strasbourg","Quai des Bateliers,",48.58009499999999,7.752729999999998,627,3.9,256,998,24.602135864716214,1,6,"(3.6, 3.9]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Boston,"7 Rue de Boston, Strasbourg","Rue de Boston,",48.5766745,7.7706019,629,4.0,127,508,24.41521488382383,2,3,"(3.9, 4.1]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaces Franchi Orangerie - Bowling,"Orangerie, Strasbourg","Orangerie, Strasbourg",48.5900112,7.774721,630,4.7,3,14,24.332469897182417,8,0,"(4.6, 4.8]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Strastapas,"86 Grand'Rue, Strasbourg","Grand'Rue,",48.58181399999999,7.742701999999999,631,4.7,3,14,24.332469897182417,8,0,"(4.6, 4.8]","(0.0, 8.8]","['point_of_interest', 'restaurant', 'food', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Sushi,"1 Rue de la 1ère Armée, Strasbourg","Rue de la 1ère Armée,",48.5784722,7.749141199999999,632,3.7,742,2745,24.310494449532403,1,8,"(3.6, 3.9]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRICAS,"Esplanade, 2 Rue de l'Hôpital-Militaire, Strasbourg","2 Rue de l'Hôpital-Militaire,",48.5774345,7.759032700000001,633,4.2,38,159,24.275091105790604,3,2,"(4.1, 4.2]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sushido,"10 Quai des Bateliers, Strasbourg","Quai des Bateliers,",48.57992869999999,7.7523629,634,3.8,378,1436,24.234468839381453,1,7,"(3.6, 3.9]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Café Restaurant Le Dix,"10 Place de la Gare, Strasbourg","Place de la Gare,",48.584567,7.736566499999999,635,3.7,687,2541,24.18673992712034,1,8,"(3.6, 3.9]","(498.8, 853.2]","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Ici&Là - Restaurant,"4 Quai Kléber, Strasbourg","Quai Kléber,",48.58613400000001,7.742720400000001,636,4.0,111,444,24.18129191514663,2,3,"(3.9, 4.1]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pecora Negra Strasbourg,"13 Rue des Couples, Strasbourg","Rue des Couples,",48.57908249999999,7.753314799999998,637,3.9,185,721,24.051969740771753,1,5,"(3.6, 3.9]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zumo,"24 Place des Halles, Strasbourg","Place des Halles,",48.58650779999999,7.741130500000001,638,4.0,102,408,24.034400687047672,2,3,"(3.9, 4.1]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lohkäs Restaurant de Tradition,"25 Rue du Bain-aux-Plantes, Strasbourg","Rue du Bain-aux-Plantes,",48.5816259,7.7416864,639,3.7,611,2260,23.998352477897452,1,8,"(3.6, 3.9]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zuem Strissel,"5 Place de la Grande Boucherie, Strasbourg","Place de la Grande Boucherie,",48.58018999999999,7.750755,640,3.7,598,2212,23.963794380757122,1,8,"(3.6, 3.9]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Au Pont d'Anvers,"49 Boulevard d'Anvers, Strasbourg","Boulevard d'Anvers,",48.5839554,7.7751315,641,3.9,171,666,23.918684830529397,1,4,"(3.6, 3.9]","(128.2, 184.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Spuntino by AEDAEN,"3 Rue des Aveugles, Strasbourg","Rue des Aveugles,",48.58269050000001,7.7416261,642,4.0,90,360,23.8169700377573,2,3,"(3.9, 4.1]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Snack d'Austerlitz,"10 Rue d'Austerlitz, Strasbourg","Rue d'Austerlitz,",48.5786635,7.7519956,643,4.0,89,356,23.797560026579653,2,3,"(3.9, 4.1]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Au Sanglier,"11 Rue du Sanglier, Strasbourg","Rue du Sanglier,",48.5826691,7.749723700000001,644,3.8,264,1003,23.642094922105354,1,6,"(3.6, 3.9]","(248.0, 347.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pàpa ciccio esplanade,"11 Rue de Boston, Strasbourg","Rue de Boston,",48.5766664,7.770768299999999,645,4.4,9,39,23.558667041533035,5,1,"(4.3, 4.4]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Au Renard Prêchant,"34 Rue de Zurich, Strasbourg","Rue de Zurich,",48.5795413,7.757480600000001,646,3.8,233,885,23.43595249989887,1,5,"(3.6, 3.9]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrefour City,"30 Avenue de la Marseillaise, Strasbourg","Avenue de la Marseillaise,",48.5844777,7.7577592,647,3.7,421,1557,23.399843754591974,1,7,"(3.6, 3.9]","(347.0, 498.8]","['supermarket', 'bakery', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
La Cigogne,"11 Place de la Cathédrale, Strasbourg","Place de la Cathédrale,",48.5816667,7.7497222,649,3.9,122,475,23.34680333963152,1,3,"(3.6, 3.9]","(78.0, 128.2]","['bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
La Loreleï,"17 Rue des Moulins, Strasbourg","Rue des Moulins,",48.5798085,7.743088500000001,650,4.1,38,155,23.28711274612892,2,2,"(3.9, 4.1]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Phan Asia,"Centre Commercial Les Halles, 24 Place des Halles, Strasbourg","Commercial Les Halles, 24 Place des Halles,",48.5867011,7.7418225,651,3.8,209,794,23.256555887222003,1,5,"(3.6, 3.9]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant universitaire du Stift,Strasbourg,Strasbourg,48.57934439999999,7.745518199999998,653,4.2,21,88,23.193321037882463,3,1,"(4.1, 4.2]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bar Restaurant Cintra,"11 Place des Étudiants, Strasbourg","Place des Étudiants,",48.5841286,7.748133600000001,654,3.8,201,763,23.192145018197856,1,5,"(3.6, 3.9]","(184.0, 248.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Les deux gourmandes,"1 Rue des Serruriers, Strasbourg","Rue des Serruriers,",48.5800817,7.745962599999999,655,3.9,106,413,23.1086928745326,1,3,"(3.6, 3.9]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WOK SIX COULEURS,"40 Rue du Faubourg-National, Strasbourg","Rue du Faubourg-National,",48.582449,7.736196499999999,656,3.6,633,2278,23.04505335606248,0,8,"(0.0, 3.6]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden Food Strasbourg Gare,"10 Rue du Maire Kuss, Strasbourg","Rue du Maire Kuss,",48.5840421,7.7370988,657,3.6,629,2264,23.03514232360297,0,8,"(0.0, 3.6]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Frituur Grand'Rue,"92 Grand'Rue, Strasbourg","Grand'Rue,",48.5816568,7.7431273,658,3.7,330,1221,23.008501577548184,1,6,"(3.6, 3.9]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Pigeon,"23 Rue des Tonneliers, Strasbourg","Rue des Tonneliers,",48.5804558,7.748834400000002,659,3.8,179,680,23.000841517723593,1,4,"(3.6, 3.9]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mai Tastic Traiteur,"13 Rue du Faubourg-National, Strasbourg","Rue du Faubourg-National,",48.5823297,7.7369978,661,4.5,4,18,22.95926996097583,6,0,"(4.4, 4.5]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocakbasi Vieux Marché,"15 Rue du Vieux-Marché-aux-Vins, Strasbourg","Rue du Vieux-Marché-aux-Vins,",48.5838526,7.740948999999998,662,3.9,96,374,22.940857808854314,1,3,"(3.6, 3.9]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maison Artzner - Traiteur & Epicerie fine,"7 Rue de la Mésange, Strasbourg","Rue de la Mésange,",48.58448169999999,7.746990399999998,663,4.0,54,216,22.929575039291876,2,2,"(3.9, 4.1]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Brasserie La Chope Restaurant,"52 Rue du Faubourg-National, Strasbourg","Rue du Faubourg-National,",48.58247470000001,7.735598299999999,665,4.0,54,216,22.929575039291876,2,2,"(3.9, 4.1]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Pizza de Nico Strasbourg Esplanade,"12 Rue de Rome, Strasbourg","Rue de Rome,",48.57716660000001,7.7673344,666,3.7,294,1087,22.822885122524983,1,6,"(3.6, 3.9]","(248.0, 347.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
L'Ami Schutz,"1 Ponts Couverts, Strasbourg","Ponts Couverts,",48.5804249,7.739241099999999,667,3.6,548,1972,22.81961001054373,0,8,"(0.0, 3.6]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salle Mozart,"1 Rue du Miroir, Strasbourg","Rue du Miroir,",48.5812366,7.747290199999998,668,4.1,29,118,22.805831791385714,2,1,"(3.9, 4.1]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Saint Étienne,"4 Place Saint-Étienne, Strasbourg","Place Saint-Étienne,",48.58312499999999,7.754466899999998,670,3.8,155,589,22.763260453047103,1,4,"(3.6, 3.9]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crêperie Bol d'Air,"7 Rue Adolphe Seyboth, Strasbourg","Rue Adolphe Seyboth,",48.5814338,7.739194299999999,671,3.8,149,566,22.69810781996664,1,4,"(3.6, 3.9]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Fashion Crêpe,"15 Rue Déserte, Strasbourg","Rue Déserte,",48.58338819999999,7.735951999999999,672,4.0,46,184,22.651031326726297,2,2,"(3.9, 4.1]","(36.6, 78.0]","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
O’Pouce Sandwicherie,"5 Rue des Glacières, Strasbourg","Rue des Glacières,",48.578503,7.740372999999999,673,4.0,46,184,22.651031326726297,2,2,"(3.9, 4.1]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fournil des Délices,"33 Avenue du Général de Gaulle, Strasbourg","Avenue du Général de Gaulle,",48.5774987,7.769518899999998,675,3.8,141,535,22.60703262809044,1,4,"(3.6, 3.9]","(128.2, 184.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Café de l'Ill,"9 Place du Marché-aux-Cochons-de-Lait, Strasbourg","Place du Marché-aux-Cochons-de-Lait,",48.5804264,7.7512938,677,3.7,238,880,22.483334741109093,1,5,"(3.6, 3.9]","(184.0, 248.0]","['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
O'Tacos,"27bis Rond-Point de l'Esplanade, Strasbourg","Rond-Point de l'Esplanade,",48.57730479999999,7.769816400000001,678,3.4,1593,5416,22.447533637723843,0,9,"(0.0, 3.6]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Comptoir de La Frituur (Krutenau),"18 Rue de la Krutenau, Strasbourg","Rue de la Krutenau,",48.5814082,7.7571017,679,3.9,67,261,22.331691730533223,1,2,"(3.6, 3.9]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Universitaire de l'Esplanade,"32 Boulevard de la Victoire, Strasbourg","Boulevard de la Victoire,",48.581909,7.766161999999999,680,3.6,393,1414,22.299813181351535,0,7,"(0.0, 3.6]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidi Bou Said,"22 Rue du Vieux-Marché-aux-Vins, Strasbourg","Rue du Vieux-Marché-aux-Vins,",48.58387679999999,7.742174199999998,681,3.7,209,773,22.274541258610903,1,5,"(3.6, 3.9]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Palmier,"8 Rue Kuhn, Strasbourg","Rue Kuhn,",48.5851023,7.739564199999999,682,4.0,36,144,22.22521000306915,2,1,"(3.9, 4.1]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rive Gauche,"1 Rue du Maire Kuss, Strasbourg","Rue du Maire Kuss,",48.58343239999999,7.7381841,683,3.5,675,2362,22.15256320490859,0,8,"(0.0, 3.6]","(498.8, 853.2]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Le Pfifferbriader,"14 Place du Marché-aux-Cochons-de-Lait, Strasbourg","Place du Marché-aux-Cochons-de-Lait,",48.5802152,7.751156399999999,684,3.5,597,2089,21.96591015895279,0,8,"(0.0, 3.6]","(498.8, 853.2]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aux Grains de Bonheur,"46 Rue du Faubourg-National, Strasbourg","Rue du Faubourg-National,",48.5824569,7.7357993,685,4.0,30,120,21.90848501887865,2,1,"(3.9, 4.1]","(8.8, 36.6]","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Restaurant Acropolis,"22 Rue de la 1ère Armée, Strasbourg","Rue de la 1ère Armée,",48.5770484,7.751676799999997,686,4.0,30,120,21.90848501887865,2,1,"(3.9, 4.1]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spaetzilein,"9 Rue des Moulins, Strasbourg","Rue des Moulins,",48.5801835,7.742487500000002,687,4.3,6,25,21.836050376649666,4,0,"(4.2, 4.3]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrefour Express,"Relais Esplanade, 50 Boulevard de la Victoire, Strasbourg","Esplanade, 50 Boulevard de la Victoire,",48.58104489999999,7.7689596,688,3.7,154,569,21.783826667094914,1,4,"(3.6, 3.9]","(128.2, 184.0]","['supermarket', 'bakery', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
O’chicken,"5 Rue de Boston, Strasbourg","Rue de Boston,",48.5767589,7.770520400000001,689,4.1,16,65,21.74689192888929,2,1,"(3.9, 4.1]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Monop',"22 Rue du Faubourg-de-Pierre, Strasbourg","Rue du Faubourg-de-Pierre,",48.5881539,7.746045199999999,690,3.6,266,957,21.68957389187184,0,6,"(0.0, 3.6]","(248.0, 347.0]","['supermarket', 'convenience_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1
Resto Snack L'aquarium,"Petite Rue de la Course, Strasbourg","Rue de la Course,",48.58370920000001,7.7354279,691,4.0,26,104,21.659893391883273,2,1,"(3.9, 4.1]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Gizela,"20a Rue des Glacières, Strasbourg","Rue des Glacières,",48.57716099999999,7.742076,692,3.9,45,175,21.65752880372384,1,2,"(3.6, 3.9]","(36.6, 78.0]","['restaurant', 'bakery', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Al Boustane,"31 Rue de la Krutenau, Strasbourg","Rue de la Krutenau,",48.580094,7.7578701,693,3.9,45,175,21.65752880372384,1,2,"(3.6, 3.9]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Piazza,"3 Place des Tripiers, Strasbourg","Place des Tripiers,",48.58052550000001,7.749241800000002,694,3.4,932,3168,21.656014102003535,0,9,"(0.0, 3.6]","(853.2, inf]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Delices De La Vallee,France,France,48.57835489999999,7.752416999999999,695,4.5,2,9,21.604634980487916,6,0,"(4.4, 4.5]","(0.0, 8.8]","['point_of_interest', 'restaurant', 'food', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Cantina Pizzas Pâtes Viandes,France,France,48.5767819,7.7682939,696,4.5,2,9,21.604634980487916,6,0,"(4.4, 4.5]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Restaurants Alsaciens,"16 Rue Sainte-Hélène, Strasbourg","Rue Sainte-Hélène,",48.58195089999999,7.745050300000001,697,4.0,25,100,21.59176003468815,2,1,"(3.9, 4.1]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
