name,vicinity,rue,lat,lon,ranking,rating,user_ratings_total,sum_ratings,score,rating_cat,user_ratings_total_cat,rating_cat_lbl,user_ratings_total_cat_lbl,types,restaurant,food,point_of_interest,establishment,bakery,cafe,store,meal_takeaway,bar,liquor_store,grocery_or_supermarket,night_club,meal_delivery,book_store,movie_theater,tourist_attraction,lodging,school,parking,travel_agency,real_estate_agency,general_contractor,supermarket,gas_station,car_wash,convenience_store
KONG-BAP,"24 Rue des 7 Troubadours, Toulouse",Rue des 7 Troubadours,43.60626359999999,1.45101,119,4.8,207,993,34.156657658193204,8,6,"(4.7, 4.9]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Point D'ogre,"7 Rue des Paradoux, Toulouse",Rue des Paradoux,43.59833,1.442702,120,4.6,656,3017,34.11775766112803,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molette,"8 Rue des Blanchers, Toulouse",Rue des Blanchers,43.6023356,1.4382795,122,4.9,114,558,34.08883377154872,8,4,"(4.7, 4.9]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lo cròc a la lèsta,"12 Avenue Etienne Billières, Toulouse",Avenue Etienne Billières,43.5976227,1.4286337,124,5.0,65,325,34.064566783214275,9,3,"(4.9, inf]","(48.0, 86.0]","['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O Saj,"15 Rue Léon Gambetta, Toulouse",Rue Léon Gambetta,43.6030743,1.4418903,125,4.6,622,2861,34.011435769577766,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New School Tacos,"40 Allées Charles de Fitte, Toulouse",Allées Charles de Fitte,43.5963889,1.4322222,126,4.3,4036,17354,33.99558997752895,3,9,"(4.1, 4.3]","(667.0, inf]","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LE NATURA food store,"6 Rue Lascrosses, Toulouse",Rue Lascrosses,43.6095222,1.4368623,127,4.9,108,529,33.97377640188606,8,4,"(4.7, 4.9]","(86.0, 133.5]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Braisière,"42 Rue Pharaon, Toulouse",Rue Pharaon,43.5966667,1.4444444,128,4.4,2094,9213,33.972297380308426,4,9,"(4.3, 4.4]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Popotes,"39 Rue des Lois, Toulouse",Rue des Lois,43.60702949999999,1.4397503,129,5.0,62,310,33.96195844749127,9,3,"(4.9, inf]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allegory Coffee Bar,"9 Rue Peyras, Toulouse",Rue Peyras,43.6015123,1.4441316,130,4.7,333,1565,33.9454878974797,7,7,"(4.6, 4.7]","(283.0, 418.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Beer Fabrique Toulouse,"12 Avenue Etienne Billières, Toulouse",Avenue Etienne Billières,43.5976227,1.4286337,132,5.0,61,305,33.92664917505384,9,3,"(4.9, inf]","(48.0, 86.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la conserverie des deux cavistes,"16 Grande Rue Nazareth, Toulouse",Grande Rue Nazareth,43.5956507,1.4462384,133,4.9,105,514,33.9138275654427,8,4,"(4.7, 4.9]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizzeria Bambino,"39 Rue Charles de Rémusat, Toulouse",Rue Charles de Rémusat,43.60730390000001,1.4450893,134,4.6,587,2700,33.89573526573902,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prima Lova,"1 Place de la Bourse, Toulouse",Place de la Bourse,43.6014681,1.4421433,136,4.5,1074,4833,33.88951926613591,5,9,"(4.4, 4.5]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motchiya,"10 Rue Jean Palaprat, Toulouse",Rue Jean Palaprat,43.6049488,1.4523645,138,4.8,179,859,33.85369454870349,8,5,"(4.7, 4.9]","(133.5, 195.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Py-r,"19 Descente de la Halle aux Poissons, Toulouse",Descente de la Halle aux Poissons,43.59952439999999,1.4409852,140,4.6,567,2608,33.82648207090737,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Shalizar,"100 Rue Achille Viadieu, Toulouse",Rue Achille Viadieu,43.58918550000001,1.4446276,142,4.7,309,1452,33.79280485329672,7,7,"(4.6, 4.7]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Danu,"9 Rue du Pont Guilheméry, Toulouse",Rue du Pont Guilheméry,43.600801,1.455915,143,4.4,1899,8355,33.78550984484288,4,9,"(4.3, 4.4]","(667.0, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canopée Coffee House,"28 Rue des Couteliers, Toulouse",Rue des Couteliers,43.598828,1.4417568,144,4.8,173,830,33.78262129501822,8,5,"(4.7, 4.9]","(133.5, 195.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
米亚火锅 MIYA FONDUE,"d'Inde, 7 Rue du Coq d'Inde, Toulouse",7 Rue du Coq d'Inde,43.5994316,1.4429981,145,4.7,306,1438,33.77289070446343,7,7,"(4.6, 4.7]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAZA Café Galerie,"13 Rue Léon Gambetta, Toulouse",Rue Léon Gambetta,43.6030501,1.4417918,147,4.9,98,480,33.76700777089323,8,4,"(4.7, 4.9]","(86.0, 133.5]","['restaurant', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JANO,"16 Rue des Prêtres, Toulouse",Rue des Prêtres,43.59731490000001,1.4440646,148,4.9,97,475,33.7451814979046,8,4,"(4.7, 4.9]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grain De Folie,"17 Place Dupuy, Toulouse",Place Dupuy,43.5991892,1.454973,149,4.6,537,2470,33.717881714217945,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistroquet à la Une,"10 Rue Labeda, Toulouse",Rue Labeda,43.604626,1.448928,151,4.4,1831,8056,33.71582871492747,4,9,"(4.3, 4.4]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUMI Vino & Focaccia,"9 Rue Jean Suau, Toulouse",Rue Jean Suau,43.6020794,1.4404393,152,5.0,55,275,33.701813447471224,9,3,"(4.9, inf]","(48.0, 86.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burger'n'Co St Cyprien,"23 Rue de la République, Toulouse",Rue de la République,43.5987647,1.4352239,154,4.5,974,4383,33.69851530595377,5,9,"(4.4, 4.5]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Sales Gosses - le Bistrot,"7 Rue de l'Industrie, Toulouse",Rue de l'Industrie,43.6047793,1.4508981,155,4.6,528,2428,33.68411604365553,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonrice,"2 Rue du Pont Guilheméry, Toulouse",Rue du Pont Guilheméry,43.6003561,1.4551192,156,4.8,164,787,33.67125047062895,8,5,"(4.7, 4.9]","(133.5, 195.0]","['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
les 4 z'arts,"11 Place de la Daurade, Toulouse",Place de la Daurade,43.6017989,1.4395056,158,4.6,524,2410,33.66892392012514,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain Arabica Coffee Shop,"36 Rue du Taur, Toulouse",Rue du Taur,43.60626669999999,1.4425622,159,4.9,93,455,33.65556644791428,8,4,"(4.7, 4.9]","(86.0, 133.5]","['cafe', 'bakery', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizze e Basta Cosi,"17 Rue Caraman, Toulouse",Rue Caraman,43.6022885,1.4528523,160,4.9,93,455,33.65556644791428,8,4,"(4.7, 4.9]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muay Thaï,"78 Grande Rue Saint-Michel, Toulouse",Grande Rue Saint-Michel,43.5891489,1.4462253,162,4.9,93,455,33.65556644791428,8,4,"(4.7, 4.9]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Fish restaurant de poisson et fish and chips à toulouse,"8 Rue des Filatiers, Toulouse",Rue des Filatiers,43.5981952,1.4443185,164,4.6,507,2332,33.603036612933344,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ras la Tasse,"3 Rue du Puits Vert, Toulouse",Rue du Puits Vert,43.60183399999999,1.443929,165,4.6,504,2318,33.591180467649416,6,8,"(4.5, 4.6]","(418.0, 667.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAAB,"39 Rue du Taur, Toulouse",Rue du Taur,43.6060582,1.4424308,166,4.9,89,436,33.56201103256008,8,4,"(4.7, 4.9]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELLO & ANGELI Artisan Chocolatier Glacier Victor Hugo,"4 Rue Victor Hugo, Toulouse",Rue Victor Hugo,43.6058403,1.4471366,167,4.8,155,744,33.553592151217394,8,5,"(4.7, 4.9]","(133.5, 195.0]","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Genty Magre,"3 Rue Genty-Magre, Toulouse",Rue Genty-Magre,43.6015417,1.4451667,169,4.6,494,2272,33.55114396504877,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gusto Slice Toulouse - By Forno Gusto,"23 Rue des 7 Troubadours, Toulouse",Rue des 7 Troubadours,43.6062697,1.4506588,171,4.5,902,4059,33.54842941893874,5,9,"(4.4, 4.5]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pachinee Thaï Street Food,"23 Rue Denfert Rochereau, Toulouse",Rue Denfert Rochereau,43.6081136,1.4489628,172,4.9,87,426,33.51364433783123,8,4,"(4.7, 4.9]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaBelleBrune,"31 Rue Pharaon, Toulouse",Rue Pharaon,43.5964626,1.4441392,173,4.9,86,421,33.489042411093486,8,3,"(4.7, 4.9]","(48.0, 86.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Saint Sauvage,"20 Rue des Salenques, Toulouse",Rue des Salenques,43.607942,1.438766,174,4.6,475,2185,33.47279060427438,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Après l'ondée,"13 Place Mage, Toulouse",Place Mage,43.5982193,1.4469969,176,4.8,149,715,33.47129408837891,8,5,"(4.7, 4.9]","(133.5, 195.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai-Thai Sushi,"15 Rue de la République, Toulouse",Rue de la République,43.5988461,1.4355554,178,4.7,261,1226,33.44821038448992,7,6,"(4.6, 4.7]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aux Pieds sous la Table,"4, 8 Rue Arnaud Bernard 6, Toulouse",8 Rue Arnaud Bernard 6,43.60964189999999,1.4392784,179,4.5,848,3816,33.42778133515521,5,9,"(4.4, 4.5]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Cuisine de Kiné,"17 Rue Arnaud Bernard, Toulouse",Rue Arnaud Bernard,43.610073,1.4389781,180,4.9,83,406,33.41348265264276,8,3,"(4.7, 4.9]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Appétillant,"28 Rue des Blanchers, Toulouse",Rue des Blanchers,43.6026406,1.4374896,182,5.0,48,240,33.40620618687794,9,2,"(4.9, inf]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M by Mo BACHIR,"8 Rue Mage, Toulouse",Rue Mage,43.5973165,1.4474609,183,4.7,255,1198,33.40073884803959,7,6,"(4.6, 4.7]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zen-Saï,"2 Rue Jean Suau, Toulouse",Rue Jean Suau,43.6016829,1.440144,185,4.5,834,3753,33.395247227869824,5,9,"(4.4, 4.5]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avalon Pub & VR Gaming,"9 Rue Clémence Isaure, Toulouse",Rue Clémence Isaure,43.600947,1.441655,186,4.6,448,2060,33.35587886439146,6,8,"(4.5, 4.6]","(418.0, 667.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beer Mosaic,"7 bis Rue Pierre-Paul Riquet, Toulouse",bis Rue Pierre-Paul Riquet,43.6011189,1.4539571,187,4.8,139,667,33.326471041219655,8,5,"(4.7, 4.9]","(133.5, 195.0]","['liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Les P'tits Fayots,"8 Rue de l'Esquile, Toulouse",Rue de l'Esquile,43.6063135,1.4418201,188,4.6,441,2028,33.324417511552056,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Le May,"4 Rue du May, Toulouse",Rue du May,43.60201199999999,1.442768,189,4.4,1486,6538,33.31688276146805,4,9,"(4.3, 4.4]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bun Viet,"10 Pl. Occitane Au dessus du centre commercial Saint Georges - Montez l’escalier, Toulouse",Pl. Occitane Au dessus du centre commercial Saint Georges - Montez l’escalier,43.60333409999999,1.4495797,191,4.9,79,387,33.30837274732317,8,3,"(4.7, 4.9]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Taquin,"23 Rue des Amidonniers, Toulouse",Rue des Amidonniers,43.605884,1.4278789,192,4.6,437,2010,33.30621461006394,6,8,"(4.5, 4.6]","(418.0, 667.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vivants toulouse,"40 Rue Gabriel Péri, Toulouse",Rue Gabriel Péri,43.6062079,1.4558169,194,4.7,242,1137,33.293932220108026,7,6,"(4.6, 4.7]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solaneko 抹茶蛋糕茶🍵,"9 Rue Reclusane, Toulouse",Rue Reclusane,43.598627,1.433171,195,4.7,241,1132,33.285480100101886,7,6,"(4.6, 4.7]","(195.0, 283.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troika Royale,"23 Rue des Filatiers, Toulouse",Rue des Filatiers,43.59871529999999,1.4439959,196,4.7,241,1132,33.285480100101886,7,6,"(4.6, 4.7]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Faim des Haricots/TOULOUSE CENTRE VILLE,"2bis Rue du Puits Vert, Toulouse",Rue du Puits Vert,43.6017761,1.4438183,197,4.4,1449,6375,33.26870089607318,4,9,"(4.3, 4.4]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resto Tapas L'Oreille Cassée,"22 Rue des Blanchers, Toulouse",Rue des Blanchers,43.6025748,1.4376527,198,4.8,135,648,33.26560208877603,8,5,"(4.7, 4.9]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Impulsifs,"14 Rue des Paradoux, Toulouse",Rue des Paradoux,43.5987214,1.4428333,199,4.8,135,648,33.26560208877603,8,5,"(4.7, 4.9]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Petit Voisin,"37 Rue Peyrolières, Toulouse",Rue Peyrolières,43.6015545,1.4405483,200,4.5,779,3505,33.26191855952654,5,9,"(4.4, 4.5]","(667.0, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fufu Ramen Toulouse,"32 Rue Sainte-Ursule, Toulouse",Rue Sainte-Ursule,43.60287109999999,1.4420822,201,4.4,1441,6340,33.25812151558156,4,9,"(4.3, 4.4]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banh Mi Viet Street food,"43 Rue des Frères Lion, Toulouse",Rue des Frères Lion,43.600192,1.4532373,202,4.6,426,1959,33.2552841558725,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poketeria │ Restaurant de Poke Bowls,"17 Place Saint-Pierre, Toulouse",Place Saint-Pierre,43.6035984,1.4349109,203,4.6,426,1959,33.2552841558725,6,8,"(4.5, 4.6]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bep Chay,"22 Rue des Couteliers, Toulouse",Rue des Couteliers,43.5985988,1.4420532,205,4.9,76,372,33.22598660217588,8,3,"(4.7, 4.9]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mam,"1 Rue du Rempart Villeneuve, Toulouse",Rue du Rempart Villeneuve,43.60507209999999,1.4462819,206,4.9,76,372,33.22598660217588,8,3,"(4.7, 4.9]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contre-Pied,"6 Rue des Prêtres, Toulouse",Rue des Prêtres,43.5972059,1.4436995,207,4.8,131,628,33.20290221914767,8,4,"(4.7, 4.9]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Chat Noir Bistrot,"8 Rue Maury, Toulouse",Rue Maury,43.6050307,1.4535804,208,4.7,231,1085,33.198976305493076,7,6,"(4.6, 4.7]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalapenos,"4 Allée du Niger, Toulouse",Allée du Niger,43.6046227,1.4299292,209,4.9,75,367,33.19780019061933,8,3,"(4.7, 4.9]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Binocle,"10 Rue Alexandre Fourtanier, Toulouse",Rue Alexandre Fourtanier,43.6019958,1.4484975,211,4.6,410,1885,33.17880574091078,6,7,"(4.5, 4.6]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant The Kanteen,"14 Boulevard de Strasbourg, Toulouse",Boulevard de Strasbourg,43.6069521,1.4476413,212,4.5,745,3352,33.17470322736732,5,9,"(4.4, 4.5]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loma pâtisserie,"3 Rue de la Fonderie, Toulouse",Rue de la Fonderie,43.5945911,1.4435472,214,4.9,74,362,33.16923542668179,8,3,"(4.7, 4.9]","(48.0, 86.0]","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Petits Crus,"17 Rue des Couteliers, Toulouse",Rue des Couteliers,43.5983067,1.4417648,215,4.8,128,614,33.154607854309766,8,4,"(4.7, 4.9]","(86.0, 133.5]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The London Town,"14 Rue des Prêtres, Rue des Pretres, Toulouse",Rue des Prêtres Rue des Pretres,43.5972817,1.4438843,216,4.4,1358,5975,33.14475898775573,4,9,"(4.3, 4.4]","(667.0, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jour de Marché,"4 Place de Damloup, Toulouse",Place de Damloup,43.605603,1.4531182,218,4.6,401,1844,33.13446411405283,6,7,"(4.5, 4.6]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Crulottés,"13 Place Dupuy, Toulouse",Place Dupuy,43.6005183,1.4549105,220,4.9,72,352,33.11092923251322,8,3,"(4.7, 4.9]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
